Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SPATA31A3","SPATA31 Subfamily A Member 3","Protein Coding","Q5VYP0","28","GC09M066986","0.927491009235382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA31A3"
"IGHV1-45","Immunoglobulin Heavy Variable 1-45","Protein Coding","A0A0A0MS14","16","GC14M121198","0.927086055278778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV1-45"
"USP31","Ubiquitin Specific Peptidase 31","Protein Coding","Q70CQ4","44","GC16M023061","0.926970958709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP31"
"MIR569","MicroRNA 569","RNA Gene","","21","GC03M171106","0.926970958709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR569"
"VPS28","VPS28 Subunit Of ESCRT-I","Protein Coding","Q9UK41","45","GC08M146709","0.926888346672058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS28"
"RBP7","Retinol Binding Protein 7","Protein Coding","Q96R05","43","GC01P009997","0.926888346672058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP7"
"MALL","Mal, T Cell Differentiation Protein Like","Protein Coding","Q13021","41","GC02M110083","0.926385283470154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALL"
"THAP3","THAP Domain Containing 3","Protein Coding","Q8WTV1","43","GC01P050853","0.926339745521545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP3"
"MIR3158-1","MicroRNA 3158-1","RNA Gene","","17","GC10P101601","0.925966680049896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3158-1"
"MAMSTR","MEF2 Activating Motif And SAP Domain Containing Transcriptional Regulator","Protein Coding","Q6ZN01","36","GC19M097155","0.925765037536621","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAMSTR"
"PANCR","PITX2 Adjacent Non-Coding RNA","RNA Gene","","16","GC04M110522","0.925603985786438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANCR"
"QNG1","Q-Nucleotide N-Glycosylase 1","Protein Coding","Q5T6V5","39","GC09M083938","0.925115525722504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QNG1"
"CNTNAP5","Contactin Associated Protein Family Member 5","Protein Coding","Q8WYK1","46","GC02P124025","0.92463481426239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTNAP5"
"LINC00290","Long Intergenic Non-Protein Coding RNA 290","RNA Gene","","23","GC04M181064","0.92463481426239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00290"
"LINC01374","Long Intergenic Non-Protein Coding RNA 1374","RNA Gene","","13","GC10P112646","0.924298346042633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01374"
"PRPS1L1","Phosphoribosyl Pyrophosphate Synthetase 1 Like 1","Protein Coding","P21108","48","GC07M018026","0.924263656139374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1L1"
"TRAM2","Translocation Associated Membrane Protein 2","Protein Coding","Q15035","45","GC06M097466","0.924106001853943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAM2"
"RPL36P16","Ribosomal Protein L36 Pseudogene 16","Pseudogene","","8","GC19P123100","0.922898411750793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36P16"
"ABHD14A","Abhydrolase Domain Containing 14A","Protein Coding","Q9BUJ0","41","GC03P059976","0.922866106033325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD14A"
"FOXB1","Forkhead Box B1","Protein Coding","Q99853","44","GC15P060004","0.922845602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXB1"
"SNX7","Sorting Nexin 7","Protein Coding","Q9UNH6","44","GC01P098590","0.922845602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX7"
"LYRM1","LYR Motif Containing 1","Protein Coding","O43325","39","GC16P096284","0.922845602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM1"
"THAP8","THAP Domain Containing 8","Protein Coding","Q8NA92","38","GC19M036034","0.922845602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP8"
"ZNF273","Zinc Finger Protein 273","Protein Coding","Q14593","37","GC07P064870","0.922845602035522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF273"
"GCOM1","GCOM1, MYZAP-POLR2M Combined Locus","Protein Coding","","37","GC15P057591","0.921917736530304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCOM1"
"SNORD61","Small Nucleolar RNA, C/D Box 61","RNA Gene","","22","GC0XM136879","0.921373903751373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD61"
"MIR606","MicroRNA 606","RNA Gene","","19","GC10P075558","0.921373903751373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR606"
"MIR5585","MicroRNA 5585","RNA Gene","","12","GC01P032086","0.921373903751373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5585"
"MIR6860","MicroRNA 6860","RNA Gene","","10","GC11P067045","0.921373903751373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6860"
"OAZ3","Ornithine Decarboxylase Antizyme 3","Protein Coding","Q9UMX2","40","GC01P151762","0.921276569366455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ3"
"GBP7","Guanylate Binding Protein 7","Protein Coding","Q8N8V2","43","GC01M089131","0.921065449714661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBP7"
"TCEAL2","Transcription Elongation Factor A Like 2","Protein Coding","Q9H3H9","37","GC0XP102125","0.920877456665039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL2"
"FCGR1BP","Fc Gamma Receptor Ib, Pseudogene","Pseudogene","Q92637","33","GC01P123280","0.920877456665039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1BP"
"GPR61","G Protein-Coupled Receptor 61","Protein Coding","Q9BZJ8","46","GC01P109539","0.920726001262665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR61"
"FBXO24","F-Box Protein 24","Protein Coding","O75426","40","GC07P100583","0.920100271701813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO24"
"PACSIN1","Protein Kinase C And Casein Kinase Substrate In Neurons 1","Protein Coding","Q9BY11","44","GC06P144876","0.919391095638275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACSIN1"
"TAAR8","Trace Amine Associated Receptor 8","Protein Coding","Q969N4","39","GC06P132552","0.919032633304596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR8"
"CCDC82","Coiled-Coil Domain Containing 82","Protein Coding","Q8N4S0","43","GC11M129658","0.918510675430298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC82"
"HMGB1P1","High Mobility Group Box 1 Pseudogene 1","Pseudogene","B2RPK0","22","GC20M057487","0.916903257369995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1P1"
"SLC13A4","Solute Carrier Family 13 Member 4","Protein Coding","Q9UKG4","50","GC07M135681","0.916639566421509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC13A4"
"SNORD116-18","Small Nucleolar RNA, C/D Box 116-18","RNA Gene","","19","GC15P025085","0.91652774810791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD116-18"
"MIR5692B","MicroRNA 5692b","RNA Gene","","10","GC21M042950","0.91652774810791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5692B"
"ARPC4-TTLL3","ARPC4-TTLL3 Readthrough","Protein Coding","","28","GC03P022755","0.916397452354431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4-TTLL3"
"ZNG1F","Zn Regulated GTPase Metalloprotein Activator 1F","Protein Coding","Q4V339","28","GC09M043582","0.916397452354431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNG1F"
"COMMD6","COMM Domain Containing 6","Protein Coding","Q7Z4G1","40","GC13M075525","0.916079044342041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD6"
"ADRA2B","Adrenoceptor Alpha 2B","Protein Coding","P18089","56","GC02M096112","0.915000438690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2B"
"PPFIA3","PTPRF Interacting Protein Alpha 3","Protein Coding","O75145","45","GC19P049119","0.914659440517426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA3"
"SNORA4","Small Nucleolar RNA, H/ACA Box 4","RNA Gene","","19","GC03P187779","0.914644181728363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA4"
"LRRC75A","Leucine Rich Repeat Containing 75A","Protein Coding","Q8NAA5","36","GC17M016441","0.914247274398804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC75A"
"RIMS3","Regulating Synaptic Membrane Exocytosis 3","Protein Coding","Q9UJD0","48","GC01M040621","0.913544476032257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS3"
"FKBP7","FKBP Prolyl Isomerase 7","Protein Coding","Q9Y680","43","GC02M178463","0.913544476032257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP7"
"VCX","Variable Charge X-Linked","Protein Coding","Q9H320","39","GC0XP007842","0.913452923297882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCX"
"BSPRY","B-Box And SPRY Domain Containing","Protein Coding","Q5W0U4","41","GC09P113349","0.91325569152832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSPRY"
"PGBD1","PiggyBac Transposable Element Derived 1","Protein Coding","Q96JS3","41","GC06P028281","0.913116574287415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGBD1"
"CIBAR2","CBY1 Interacting BAR Domain Containing 2","Protein Coding","Q6ZTR7","41","GC16M085099","0.912851631641388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIBAR2"
"FAM200A","Family With Sequence Similarity 200 Member A","Protein Coding","Q8TCP9","37","GC07M099546","0.911366701126099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM200A"
"GTPBP8","GTP Binding Protein 8 (Putative)","Protein Coding","Q8N3Z3","40","GC03P112990","0.911021947860718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP8"
"OGFOD3","2-Oxoglutarate And Iron Dependent Oxygenase Domain Containing 3","Protein Coding","Q6PK18","41","GC17M082389","0.910982608795166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFOD3"
"TANC2","Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 2","Protein Coding","Q9HCD6","48","GC17P123581","0.91071093082428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANC2"
"NPEPL1","Aminopeptidase Like 1","Protein Coding","Q8NDH3","41","GC20P058689","0.91071093082428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPL1"
"ZNG1E","Zn Regulated GTPase Metalloprotein Activator 1E","Protein Coding","Q5RIA9","29","GC09P072968","0.91071093082428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNG1E"
"HSP90AB4P","Heat Shock Protein 90 Alpha Family Class B Member 4, Pseudogene","Pseudogene","Q58FF6","20","GC15M058690","0.91059136390686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB4P"
"ADGRA1","Adhesion G Protein-Coupled Receptor A1","Protein Coding","Q86SQ6","45","GC10P133087","0.909620404243469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA1"
"CARNS1","Carnosine Synthase 1","Protein Coding","A5YM72","43","GC11P067414","0.909620404243469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARNS1"
"ADIPOQ-AS1","ADIPOQ Antisense RNA 1","RNA Gene","","20","GC03M186851","0.909512400627136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ-AS1"
"LOC126862447","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr16:88884193-88885392","Functional Element","","8","GC16P088817","0.909512400627136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862447"
"LOC130059762","ATAC-STARR-Seq Lymphoblastoid Silent Region 7883","Functional Element","","8","GC16P098775","0.909512400627136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130059762"
"TTLL9","Tubulin Tyrosine Ligase Like 9","Protein Coding","Q3SXZ7","41","GC20P031870","0.908654510974884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL9"
"HES3","Hes Family BHLH Transcription Factor 3","Protein Coding","Q5TGS1","39","GC01P006244","0.907712399959564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES3"
"MOGAT3","Monoacylglycerol O-Acyltransferase 3","Protein Coding","Q86VF5","38","GC07M101192","0.907338201999664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGAT3"
"COPZ2","COPI Coat Complex Subunit Zeta 2","Protein Coding","Q9P299","41","GC17M048026","0.906786262989044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPZ2"
"MIR4455","MicroRNA 4455","RNA Gene","","10","GC04M185005","0.906745254993439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4455"
"ANKRD9","Ankyrin Repeat Domain 9","Protein Coding","Q96BM1","40","GC14M102501","0.906394004821777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD9"
"MIR4789","MicroRNA 4789","RNA Gene","","13","GC03P175369","0.906250536441803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4789"
"WDFY3-AS2","WDFY3 Antisense RNA 2","RNA Gene","","19","GC04P084965","0.905530273914337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY3-AS2"
"ZNF286A","Zinc Finger Protein 286A","Protein Coding","Q9HBT8","39","GC17P122128","0.90512079000473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF286A"
"ERC2-IT1","ERC2 Intronic Transcript 1","RNA Gene","O76042","25","GC03M055691","0.904969751834869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERC2-IT1"
"PUSL1","Pseudouridine Synthase Like 1","Protein Coding","Q8N0Z8","42","GC01P001308","0.904733955860138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUSL1"
"LOC108449897","PATRR11 Recombination Region","Functional Element","","2","GC11U902939","0.904733955860138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108449897"
"SANBR","SANT And BTB Domain Regulator Of CSR","Protein Coding","Q6NSI8","43","GC02P061068","0.904678046703339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SANBR"
"SP8","Sp8 Transcription Factor","Protein Coding","Q8IXZ3","43","GC07M020788","0.904635190963745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP8"
"TTC39A","Tetratricopeptide Repeat Domain 39A","Protein Coding","Q5SRH9","40","GC01M051287","0.904391765594482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC39A"
"SLC22A24","Solute Carrier Family 22 Member 24","Protein Coding","Q8N4F4","35","GC11M063079","0.904092490673065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A24"
"SPHKAP","SPHK1 Interactor, AKAP Domain Containing","Protein Coding","Q2M3C7","43","GC02M227979","0.903879523277283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPHKAP"
"SNORA55","Small Nucleolar RNA, H/ACA Box 55","RNA Gene","","19","GC01M039567","0.902115345001221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA55"
"LINC00501","Long Intergenic Non-Protein Coding RNA 501","RNA Gene","","17","GC03P177294","0.902115345001221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00501"
"PRLHR","Prolactin Releasing Hormone Receptor","Protein Coding","P49683","47","GC10M118590","0.901999890804291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRLHR"
"EDEM2","ER Degradation Enhancing Alpha-Mannosidase Like Protein 2","Protein Coding","Q9BV94","46","GC20M035115","0.901104867458344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDEM2"
"SEPTIN3","Septin 3","Protein Coding","Q9UH03","44","GC22P076186","0.900984883308411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN3"
"ZDHHC18","Zinc Finger DHHC-Type Palmitoyltransferase 18","Protein Coding","Q9NUE0","44","GC01P052763","0.900766968727112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC18"
"SMIM14","Small Integral Membrane Protein 14","Protein Coding","Q96QK8","37","GC04M039546","0.900432288646698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM14"
"FAHD2B","Fumarylacetoacetate Hydrolase Domain Containing 2B","Protein Coding","Q6P2I3","43","GC02M101195","0.900057256221771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAHD2B"
"CST9L","Cystatin 9 Like","Protein Coding","Q9H4G1","44","GC20M023564","0.900001406669617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST9L"
"TIGD7","Tigger Transposable Element Derived 7","Protein Coding","Q6NT04","40","GC16M003298","0.900001406669617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD7"
"THAP6","THAP Domain Containing 6","Protein Coding","Q8TBB0","37","GC04P075513","0.900001406669617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP6"
"GARIN6","Golgi Associated RAB2 Interactor Family Member 6","Protein Coding","Q8NEG0","33","GC12P099648","0.900001406669617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARIN6"
"LHX4-AS1","LHX4 Antisense RNA 1","RNA Gene","","21","GC01M180269","0.899932384490967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX4-AS1"
"MIR181A2HG","MIR181A2 Host Gene","RNA Gene","","21","GC09P124658","0.899932384490967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2HG"
"MIR548P","MicroRNA 548p","RNA Gene","","15","GC05M100816","0.89973521232605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548P"
"ZKSCAN5","Zinc Finger With KRAB And SCAN Domains 5","Protein Coding","Q9Y2L8","43","GC07P099504","0.899689793586731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZKSCAN5"
"ZNF17","Zinc Finger Protein 17","Protein Coding","P17021","41","GC19P057411","0.89953750371933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF17"
"SPIRE2","Spire Type Actin Nucleation Factor 2","Protein Coding","Q8WWL2","41","GC16P089818","0.899283170700073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIRE2"
"ZNF528","Zinc Finger Protein 528","Protein Coding","Q3MIS6","41","GC19P052397","0.899283170700073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF528"
"FRMPD3","FERM And PDZ Domain Containing 3","Protein Coding","Q5JV73","38","GC0XP107449","0.899283170700073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMPD3"
"H1-7","H1.7 Linker Histone","Protein Coding","Q75WM6","38","GC12P048329","0.899173974990845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-7"
"H2BK1","H2B.K Variant Histone 1","Protein Coding","A0A2R8Y619","20","GC07M151234","0.899173974990845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BK1"
"ANKRD50","Ankyrin Repeat Domain Containing 50","Protein Coding","Q9ULJ7","45","GC04M124664","0.898546874523163","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD50"
"SUSD6","Sushi Domain Containing 6","Protein Coding","Q92537","38","GC14P069611","0.898519515991211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUSD6"
"SVBP","Small Vasohibin Binding Protein","Protein Coding","Q8N300","42","GC01M042808","0.898500561714172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVBP"
"LINC01169","Long Intergenic Non-Protein Coding RNA 1169","RNA Gene","","15","GC15P066582","0.898352980613708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01169"
"KIRREL3-AS3","KIRREL3 Antisense RNA 3","RNA Gene","Q8N7Y1","26","GC11P127002","0.898053348064423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIRREL3-AS3"
"HS1BP3-IT1","HS1BP3 Intronic Transcript 1","RNA Gene","","16","GC02M020591","0.897761583328247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS1BP3-IT1"
"PLSCR2","Phospholipid Scramblase 2","Protein Coding","Q9NRY7","42","GC03M146428","0.896654546260834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLSCR2"
"BTBD6","BTB Domain Containing 6","Protein Coding","Q96KE9","37","GC14P105248","0.896654546260834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD6"
"RAB7B","RAB7B, Member RAS Oncogene Family","Protein Coding","Q96AH8","37","GC01M205976","0.896654546260834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB7B"
"MIR4448","MicroRNA 4448","RNA Gene","","12","GC03P183886","0.896578729152679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4448"
"MIR5190","MicroRNA 5190","RNA Gene","","11","GC18P022471","0.896578729152679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5190"
"SNORA70C","Small Nucleolar RNA, H/ACA Box 70C","RNA Gene","","14","GC09M117181","0.896091341972351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA70C"
"SLC24A3","Solute Carrier Family 24 Member 3","Protein Coding","Q9HC58","49","GC20P019212","0.895819664001465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A3"
"CTAGE8","CTAGE Family Member 8","Protein Coding","P0CG41","25","GC07M144266","0.895596265792847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAGE8"
"MIR320D1","MicroRNA 320d-1","RNA Gene","","16","GC13M041295","0.895589053630829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320D1"
"SNX33","Sorting Nexin 33","Protein Coding","Q8WV41","39","GC15P166842","0.895000815391541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX33"
"ENSG00000285253","Novel Protein","Protein Coding","","10","GC15M152622","0.894863665103912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285253"
"MIR6835","MicroRNA 6835","RNA Gene","","10","GC06P153114","0.894863665103912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6835"
"TOGARAM2","TOG Array Regulator Of Axonemal Microtubules 2","Protein Coding","Q6ZUX3","37","GC02P028956","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOGARAM2"
"LINC00824","Long Intergenic Non-Protein Coding RNA 824","RNA Gene","","19","GC08M128405","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00824"
"ZNF204P","Zinc Finger Protein 204, Pseudogene","Pseudogene","","17","GC06M027357","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF204P"
"LINC02008","Long Intergenic Non-Protein Coding RNA 2008","RNA Gene","","16","GC03P081798","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02008"
"SNORD28B","Small Nucleolar RNA, C/D Box 28B","RNA Gene","","14","GC06P156379","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD28B"
"UNC5C-AS1","UNC5C Antisense RNA 1","RNA Gene","","14","GC04P095551","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5C-AS1"
"BUD13-DT","BUD13 Divergent Transcript","RNA Gene","","13","GC11P116775","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD13-DT"
"HLA-T","Major Histocompatibility Complex, Class I, T (Pseudogene)","Pseudogene","","13","GC06P144713","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-T"
"LINC02132","Long Intergenic Non-Protein Coding RNA 2132","RNA Gene","","12","GC16M085935","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02132"
"LINC02141","Long Intergenic Non-Protein Coding RNA 2141","RNA Gene","","12","GC16P097477","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02141"
"LINC02463","Long Intergenic Non-Protein Coding RNA 2463","RNA Gene","","12","GC12M115375","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02463"
"LINC02674","Long Intergenic Non-Protein Coding RNA 2674","RNA Gene","","12","GC10P117736","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02674"
"MIR6130","MicroRNA 6130","RNA Gene","","12","GC21P023079","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6130"
"RPL17P7","Ribosomal Protein L17 Pseudogene 7","Pseudogene","","12","GC01P108992","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P7"
"ENSG00000224228","Novel Transcript","RNA Gene","","11","GC01P172681","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000224228"
"ENSG00000269843","Novel Transcript","RNA Gene","","11","GC19M040831","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269843"
"LINC00363","Long Intergenic Non-Protein Coding RNA 363","RNA Gene","","11","GC13P093033","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00363"
"LINC02063","Long Intergenic Non-Protein Coding RNA 2063","RNA Gene","","11","GC05P004144","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02063"
"PHB1P9","PHB1 Pseudogene 9","Pseudogene","","11","GC10P112970","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB1P9"
"RPL35P2","Ribosomal Protein L35 Pseudogene 2","Pseudogene","","11","GC06M097239","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL35P2"
"RPS27P19","Ribosomal Protein S27 Pseudogene 19","Pseudogene","","11","GC11M117035","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27P19"
"EBAG9P1","EBAG9 Pseudogene 1","Pseudogene","","10","GC10M099697","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBAG9P1"
"ENSG00000219410","Novel Transcript","RNA Gene","","10","GC12P042105","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000219410"
"ENSG00000224077","Novel Transcript","RNA Gene","","10","GC11P117098","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000224077"
"ENSG00000245768","Novel Transcript","RNA Gene","","10","GC16P058733","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000245768"
"ENSG00000258634","Novel Transcript, Antisense To ALX3","RNA Gene","","10","GC01P110058","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258634"
"ENSG00000262228","Novel Transcript","RNA Gene","","10","GC17M083797","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000262228"
"ENSG00000263015","Novel Transcript, Antisense To VPS53","RNA Gene","","10","GC17P000503","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000263015"
"RN7SL688P","RNA, 7SL, Cytoplasmic 688, Pseudogene","Pseudogene","","10","GC11P118931","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL688P"
"ENSG00000226526","Novel Transcript","RNA Gene","","9","GC01P016978","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000226526"
"ENSG00000272489","Novel Transcript","RNA Gene","","9","GC10P112491","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272489"
